study_hours,sleep_hours,attendance,previous_score,extra_classes,final_score
3,5,61,56,0,72.5317397647425
4,4,90,89,1,100.95906919320208
1,7,87,63,0,75.18961471561825
4,5,75,41,0,67.32283845484716
1,5,99,74,0,87.97968520007849
1,5,51,67,0,66.67280858768358
6,4,89,58,0,99.32207074985445
5,6,63,72,0,97.96491964274686
4,5,55,60,1,79.42894609536233
3,4,91,49,1,75.07623573995555
1,7,89,85,1,92.94143444345977
6,8,80,84,0,107.6361946460573
2,4,66,48,1,67.62478437704512
8,8,74,77,0,122.36048440417345
5,5,81,45,0,80.95930176975416
7,5,61,81,0,104.54997544953869
2,4,98,74,0,83.93077191888317
8,8,62,57,0,107.11363786218848
2,5,68,58,1,71.06108802855856
4,7,93,44,1,77.91776869178452
1,6,97,64,1,85.4543442968769
5,6,74,50,0,89.13917210653997
9,5,80,49,1,110.73187122379268
1,8,86,56,0,71.59884752265992
9,5,74,75,1,114.02493950906965
8,8,65,65,1,115.47248765890161
6,7,87,70,1,110.80739476467336
7,8,92,71,1,118.47103686170834
3,5,98,60,1,98.51231671496896
1,7,72,57,1,69.36599952909333
5,4,63,57,0,89.27518510563733
2,6,55,40,0,58.6589195243532
5,5,74,53,0,74.52214761564562
8,5,72,47,0,94.20398672840429
9,5,92,41,0,107.8974803829972
2,7,61,54,1,72.47472483597514
3,4,62,73,0,70.72610729380801
3,8,85,75,0,93.17742734101915
1,4,88,40,0,55.11413813054147
8,7,83,60,0,111.35907200543981
6,5,55,81,0,100.86699908033806
8,6,87,40,0,92.81864796125946
9,5,99,71,0,116.67097972442176
5,8,89,59,0,100.9832123255347
3,6,57,86,0,82.8057786085052
5,5,57,75,1,89.18920932086002
5,6,89,78,0,96.80654434101874
5,4,82,69,0,93.8601930647906
3,7,83,46,1,83.44578859758732
4,5,93,61,1,89.9797698481048
9,8,64,89,0,124.72542698064117
9,4,85,84,0,128.13566192077565
2,5,84,49,0,64.8296992154089
8,4,95,47,1,95.24128695494775
8,8,71,66,0,112.57537787860186
7,5,72,49,1,95.54799418049205
8,8,89,53,1,110.64987456592449
3,6,94,85,1,105.96040118677455
6,8,71,50,1,101.49612572334395
1,6,54,45,1,49.658609900599544
7,5,80,60,0,95.73701045334256
1,6,62,72,0,83.18758115598428
9,5,77,58,1,115.01702457899094
1,5,69,78,1,83.08051819148575
1,7,82,63,1,85.96447139315738
7,5,65,57,1,98.08534412599863
2,6,78,74,0,86.38342080045811
5,7,72,82,1,110.190310219186
8,7,73,76,1,121.5952074837638
8,5,83,58,0,102.28994014691298
3,8,56,63,0,80.16029461183129
7,8,87,73,0,110.65819217846611
3,7,86,61,0,85.36407152283248
6,5,53,43,1,76.55754553950368
6,8,83,49,1,96.44688004363525
3,5,91,41,1,76.38843979037534
7,5,71,47,1,90.08147284284962
3,7,54,72,1,83.67491364627412
8,7,99,77,1,126.38037011622242
4,4,91,82,1,103.31131172332188
1,8,72,67,1,85.84628650926454
4,8,64,49,1,82.38107814310946
7,8,80,84,0,123.67552308634312
4,6,58,40,1,79.09305539312747
6,5,92,73,0,106.6204691597197
9,7,74,42,0,102.9682456464831
1,8,74,48,0,68.79560420934271
5,4,98,44,0,90.33525575333192
7,8,70,81,1,123.61789829879636
1,5,58,49,0,63.574733641918215
4,5,97,51,0,84.80663415938501
6,7,87,57,1,106.37483582499306
2,6,71,60,0,80.01773253311025
5,7,92,60,1,98.48141982541803
1,8,72,40,1,66.00791573140847
6,4,98,42,1,93.48018331506739
6,7,53,44,1,91.39799368989704
4,6,78,64,0,91.97586075359312
8,7,64,88,1,121.04567944401033
4,5,50,47,0,60.95695272810145
8,8,79,56,0,108.93091972147984
8,8,78,48,1,103.808419313358
5,8,69,71,0,89.7503189767989
4,8,82,45,1,81.78064219633141
2,8,90,88,0,98.6319050392278
3,8,93,79,0,105.20518680466404
3,4,85,60,0,78.69447258118122
4,6,71,46,0,77.35690327322982
4,8,62,46,1,88.51447469438962
5,6,56,86,1,94.07772545458222
4,8,57,78,0,94.70088210800135
8,7,77,66,0,110.04205107840589
6,8,94,47,0,100.53028729416035
6,5,92,48,0,89.18258045798092
8,4,58,67,1,99.8103135478676
7,7,74,54,0,98.90254452142803
8,7,65,41,0,102.24595661667232
2,5,59,46,0,65.00455052270732
9,8,60,86,1,124.46153614909954
1,4,80,57,0,58.7951398200936
8,7,61,61,1,99.38966358151107
4,4,80,89,1,108.08049725925241
4,7,63,49,0,72.62458855932087
5,8,93,89,0,111.77243293502532
8,7,81,72,0,120.90605563038788
5,7,99,46,1,88.63049272260504
8,6,66,42,1,105.26132254737529
1,8,84,53,0,71.4317977305375
9,5,50,83,1,110.75708342380631
6,5,78,85,0,104.66324536425545
3,8,53,75,0,80.78701609299262
8,5,72,52,0,99.80409899452857
9,8,77,55,0,108.3593378305611
6,5,65,55,0,77.44178894540478
7,6,61,44,0,86.19718732795505
1,5,70,64,1,66.21727473856731
5,7,94,77,1,111.7215994199416
5,8,66,77,1,98.36434833858337
4,4,89,89,0,96.75993598413957
6,4,62,77,0,96.01293902107167
7,8,81,78,0,113.23770637482865
9,6,86,87,1,132.55215141500523
1,5,99,80,0,88.10143582858879
6,6,64,65,1,92.91033150134348
7,4,61,52,0,86.97801229687646
3,8,98,83,1,90.25248101245936
8,8,64,65,0,108.93666650841263
5,6,83,40,0,80.39592934812579
9,6,55,47,1,97.08275118261014
5,5,66,43,1,82.87859711148262
9,7,97,60,1,128.96348788592533
4,7,98,61,0,91.5199112620053
9,5,69,76,1,113.9759275487914
5,7,58,88,1,106.22512631219357
9,4,54,42,0,83.5219666667682
3,7,72,58,0,76.2980931473223
4,5,82,40,1,85.7120108082525
9,7,87,68,0,119.41089614906143
6,8,63,62,1,91.50266518026918
2,6,66,72,1,73.81504176360299
7,4,68,80,1,109.21042846323388
2,8,82,62,0,85.91195287958843
2,8,50,44,1,59.91189270686925
1,5,62,46,1,63.848563037482535
3,6,95,45,0,84.65171753744859
6,6,76,88,1,123.23929493979318
8,4,55,61,1,101.65611379929938
9,5,55,88,1,123.03401297276237
7,4,82,52,0,82.93407786185928
4,7,79,51,1,98.69876273997994
6,8,95,43,0,93.12254893451939
5,4,84,47,0,77.0326442078748
8,8,72,76,1,119.32396932780188
1,5,59,70,1,80.25836707092716
1,7,68,76,0,88.44023023771774
6,5,77,84,1,110.72704339737922
2,7,72,65,1,88.09042086301827
5,7,53,82,0,96.11602024342753
1,8,69,47,1,65.01102263490908
7,5,68,79,1,117.28371835394145
1,5,91,72,0,75.18936259821805
4,4,76,84,1,105.47765386685941
9,5,83,68,0,120.39270664884542
1,4,53,44,0,53.970181319786036
4,6,87,67,1,105.74487378127176
6,6,56,79,0,109.46173016592869
6,6,97,56,1,103.22378318517843
8,5,56,62,1,98.75602940791784
1,5,99,84,0,77.37865081371764
7,4,75,48,0,100.72341127715129
1,7,75,41,0,59.80158995540775
7,4,68,71,0,104.5751842855087
3,6,58,88,0,84.69372316245259
8,4,69,70,0,111.39132820456018
3,7,91,46,1,80.79941204092293
1,5,94,69,1,76.74140433191329
8,4,99,42,0,97.65746784523125
3,6,65,48,1,72.84112149519181
2,6,66,49,0,69.28149892730606
1,5,71,85,0,78.54302536403738
3,4,62,89,1,94.2385119727596
2,7,61,86,1,88.84489263457353
2,5,59,65,0,66.87446314490597
6,4,50,40,0,70.08219726051964
1,8,81,69,0,90.02469399015513
2,6,79,77,1,90.32585466113468
6,7,57,54,0,78.18118895273477
3,7,70,64,0,79.3989549327296
4,7,71,45,1,83.28433016237938
1,6,67,57,1,79.82699840625189
8,4,51,40,1,93.4434935794495
7,5,97,42,0,90.49141081759042
7,4,93,56,0,110.99177876786226
3,5,58,87,1,90.74419817599262
3,7,52,47,0,74.33164905537471
2,4,75,88,0,78.72495751300049
1,7,70,79,1,72.50918452374552
7,8,79,56,1,100.6578425481582
7,7,77,64,0,87.84833261902146
2,7,85,80,1,105.06044663626454
7,5,75,51,1,99.07266459443208
8,8,83,68,0,110.27677990775985
1,7,57,64,0,70.3631201499006
9,7,59,75,0,115.14667018090083
7,8,97,64,0,115.20466697806995
3,8,92,68,0,98.64765700568134
8,4,99,50,0,101.25039423487493
7,5,63,43,1,86.00080346949507
8,8,89,53,1,118.33887607185959
6,8,64,85,1,116.71166388942233
9,6,66,77,0,115.80367904060672
5,8,67,56,0,99.98777094340386
3,5,81,41,0,67.61088938569173
3,7,87,47,0,74.10071014182365
1,7,72,75,0,80.190457137533
8,7,95,49,1,108.6253107154325
2,7,72,46,0,71.07758262072447
3,6,84,75,1,90.5349587208028
8,8,88,55,0,107.89878858534058
8,7,64,53,1,114.15420210019583
4,4,73,55,1,80.37206321626161
4,7,77,64,1,90.10574227991351
5,8,65,80,1,111.3533939435325
6,7,65,43,1,84.74479024856653
5,6,89,68,1,99.23528384926466
7,5,88,45,1,101.78280560254498
2,5,55,40,0,61.19205711936646
7,8,51,78,0,111.40238195540537
7,5,62,40,1,84.86389083889758
1,5,93,79,0,85.3800433649306
7,4,96,42,0,90.4694590022791
5,8,58,40,1,80.37172183244684
3,8,83,40,0,81.91606391146144
3,5,66,78,1,86.05222802070206
4,5,76,60,0,84.19102298010489
2,5,78,84,1,91.1778973461532
2,6,86,69,0,76.94622811830749
1,7,92,71,1,91.93046427678159
5,6,71,72,0,97.10140446839476
4,8,73,87,0,91.4685469406479
2,4,56,61,0,66.68710555618671
3,7,83,69,1,89.5351328291669
7,4,97,85,1,125.08537653206314
7,8,61,43,0,83.57300081609621
4,8,72,62,0,86.81761515685227
5,4,64,83,1,100.51012275494233
5,4,82,64,0,89.87170147070937
6,4,62,51,0,85.91479128356985
9,8,72,56,1,108.00789006995355
2,5,87,54,1,86.35957168433688
5,4,81,49,0,84.42572329394136
3,7,94,74,1,105.99859106500449
4,8,99,68,0,104.0712008461662
6,6,84,51,0,92.64194942772478
8,6,50,40,1,85.5790089454442
1,7,96,40,0,64.98223409375649
8,5,94,49,1,115.64781666431288
7,4,54,57,1,99.62718890828191
1,8,62,86,0,79.50200009948155
2,4,54,41,1,45.60847856898911
3,8,81,88,0,98.2365513284744
1,6,70,47,1,65.06148555935442
9,4,73,61,0,104.15113693979809
8,7,67,61,1,112.242696009157
2,5,70,65,0,77.88106289660831
9,7,59,65,0,114.15149773549763
7,5,73,48,1,98.12854570067684
9,4,89,60,0,100.69614649038682
6,4,96,70,0,100.09400133653352
6,5,70,82,0,113.52044891774595
4,6,74,45,0,78.5710836740124
2,8,72,53,0,75.93909784221933
7,7,71,72,0,108.09742969886929
5,7,53,46,1,84.97689811252995
6,7,83,63,1,93.48443909457039
2,4,55,48,1,62.30237841544466
5,7,77,50,1,91.91053584102654
4,8,80,62,0,97.40747699626706
9,8,84,87,0,129.93836447311148
6,5,88,41,1,83.6674430669903
2,4,91,54,0,74.45044578085876
1,8,72,74,1,80.58087675878627
5,6,55,75,0,84.91607179459291
9,4,65,67,0,101.82920476641709
6,4,51,78,1,100.01252114832258
7,8,73,83,0,120.69380619880035
5,6,66,43,1,85.71464972588794
6,5,94,49,1,100.86011611808512
5,8,50,45,1,85.86522636419001
9,6,55,69,0,108.50663588430234
6,4,54,85,0,100.18465317481379
8,6,94,74,1,110.1061226646529
2,4,99,88,0,92.25544175652416
9,8,78,82,1,125.17537482688874
5,8,61,49,1,94.61451286272069
7,7,88,71,0,110.1642234739157
1,7,96,81,1,93.45474044133915
5,7,52,81,0,87.57464062873098
2,8,97,42,0,81.18415444506425
6,5,50,65,0,90.63664060136905
1,8,76,54,1,78.58473941170251
3,6,97,56,1,85.03488573915588
5,8,73,66,0,92.03180077530935
4,8,93,57,0,93.51799727222954
3,4,68,58,1,73.92750794875975
5,4,57,51,0,77.77446481338669
8,4,93,63,0,96.59543698616639
4,8,96,44,1,89.36227721796703
1,5,51,63,1,75.78376732713245
7,6,79,66,1,110.89742913997883
8,6,79,87,0,120.03396832265497
3,5,98,69,1,103.82613267835679
6,5,88,54,1,86.72023190599282
2,6,94,86,1,94.12344442605946
7,7,81,77,1,114.79413414126306
8,4,50,83,1,113.79175616502695
6,4,87,73,1,109.97828181614118
6,6,62,66,1,94.26996645508686
5,5,60,59,0,87.48977161071275
8,7,59,80,1,114.68342616339146
1,6,97,71,0,87.65819812824583
4,4,75,43,0,66.83678650938971
4,8,69,44,1,83.0834420046692
3,5,66,47,0,65.84916342311719
3,8,66,61,1,91.58015185782857
4,6,53,81,0,85.78609391716915
1,4,54,46,1,56.98775735494122
2,7,72,61,0,78.63405698831524
9,8,95,85,1,139.7262924151306
2,7,59,69,1,85.63476303736586
5,4,95,76,0,100.55562388422334
9,8,77,55,0,109.50875542360083
9,7,82,54,1,113.85150627320624
8,7,92,44,0,103.72836157603805
1,8,75,42,1,70.74796238037192
1,4,99,62,0,72.96414176075783
9,7,97,49,1,117.69601710482773
8,6,78,44,0,89.81373069713948
9,8,76,62,1,123.13677642227339
7,5,67,54,0,93.00556144444714
3,5,89,57,1,90.20935206770544
3,4,59,64,0,72.70080253703543
2,6,91,47,1,69.10801210739106
5,7,54,70,0,88.40776905346662
3,5,59,60,0,71.70035038440791
6,4,99,41,1,96.91451652716799
2,6,70,61,0,63.14863227743302
3,6,73,47,0,72.60589758474468
5,4,87,62,1,97.66837607896653
1,4,52,71,1,65.7925605735924
1,7,89,47,1,74.57314004908424
9,4,80,43,1,100.36481745425078
7,7,90,69,0,106.85213533389805
1,7,86,58,0,71.7579007493434
8,8,51,62,0,98.74654003766494
3,6,51,57,1,79.21809155968165
8,6,88,68,0,108.72524061582311
5,6,98,62,0,92.88544996476037
1,8,91,72,1,98.13964333419767
7,7,93,86,0,124.70370005912018
5,7,83,57,0,83.09243319670401
6,4,91,83,1,107.97615855073732
6,8,69,72,0,103.91231485861356
8,4,82,46,1,102.21877533615746
9,8,53,67,1,107.94753567131553
2,4,94,40,0,71.99282746411161
9,5,93,78,0,126.02612209590814
9,6,60,73,0,113.9095081602017
7,6,91,78,1,125.0836424535606
1,7,96,58,1,84.06144996285458
7,5,54,70,0,98.44290439625924
5,6,74,52,0,92.98839635911122
6,7,98,63,1,115.40609790363855
7,5,86,44,0,88.59246270544234
5,6,83,62,0,96.06597589335958
7,4,58,58,1,91.07866067520709
9,8,55,40,0,100.02077275475139
3,5,67,72,0,83.48306753509907
8,7,63,89,0,110.48266343772008
2,5,68,72,0,75.79077194344482
7,7,63,71,1,109.72628511790202
2,5,89,67,1,83.01854904502922
4,7,66,76,1,98.3735497119538
7,6,84,80,1,121.22948888500535
3,4,78,51,0,71.74703467884623
2,6,91,48,0,74.4229973835413
7,4,66,89,0,114.21712039277988
1,6,92,50,0,71.96598291612612
8,6,57,72,1,111.10412144837237
3,5,50,58,0,64.20960310179319
2,8,94,81,0,98.05513005694425
3,7,85,73,1,97.65074974695969
5,7,56,46,1,90.21869716850703
8,7,95,70,1,122.73439271651655
7,4,54,41,0,70.61866749933003
7,7,73,58,1,96.3993956558587
7,7,77,77,0,114.27840381879867
8,5,92,71,0,110.24903201150923
1,6,66,49,1,68.48383875555248
4,7,86,80,1,105.37116322251178
6,8,69,47,1,94.3658016615304
9,7,52,65,0,106.61819357205887
2,4,86,69,0,73.97305247477387
1,4,75,50,0,60.421111555501646
2,4,64,80,1,79.27753283602802
7,7,97,59,0,105.73871739937147
3,5,57,59,0,69.9817547764542
2,8,62,48,0,67.46653365050639
7,7,97,47,0,106.21086728253543
2,5,52,54,1,66.95104585397652
3,5,50,73,0,81.6185116829505
7,7,58,63,1,110.58927475663242
4,7,80,72,1,103.27472325528075
1,5,90,80,0,84.67234267534255
5,5,75,80,0,99.1341610474176
9,5,66,84,1,126.12679354525035
8,7,83,79,0,118.8468036929812
9,5,58,66,1,115.322849229786
9,4,62,60,0,104.67052902644842
7,7,54,44,0,85.40079769609807
4,4,90,74,1,101.47925440051402
5,6,62,60,0,86.05740002988783
1,7,50,43,1,59.96933996193842
1,6,74,88,1,85.81900419800506
3,5,96,87,0,98.13009423937285
8,5,53,55,1,103.38231307706492
2,8,85,70,0,90.94470002796518
4,5,59,65,0,81.96696898729479
2,6,77,74,0,85.09821820362517
5,5,55,45,1,85.35848395761279
9,7,76,72,0,117.05016854414569
1,5,61,60,0,57.72289998234896
5,8,97,55,1,109.10564926089286
9,5,52,86,1,115.9511087398464
1,6,95,78,1,86.04830938328048
9,6,82,73,1,114.11901122332723
8,5,59,81,0,111.05641526582149
4,6,80,54,0,74.89273687723889
5,6,64,45,0,74.94870596154132
5,8,56,41,0,81.24118397257529
6,7,85,63,1,109.60960626204186
7,8,63,88,1,115.64147925890883
8,4,97,67,0,109.92923336503797
8,8,63,40,1,95.53702736796924
2,5,52,40,1,57.85801606094409
9,7,98,67,1,128.23107630076453
7,5,95,75,1,113.4917666060177
4,4,99,59,1,90.97892479912166
4,7,52,87,0,85.77646659191215
8,6,71,47,0,102.46478082403068
4,8,68,40,1,83.95033296585534
6,5,84,65,1,106.66452685918601
5,4,61,82,0,98.75212662308431
3,6,54,88,0,83.07393562227142
2,8,59,64,1,78.90802758485988
9,6,90,49,1,104.02582816208894
9,8,82,51,1,131.8021145505112
1,7,62,80,0,76.85207342341312
3,6,84,46,1,85.39363949957456
8,6,81,51,1,100.6091942783227
6,6,60,86,1,112.98194212821505
5,7,97,79,1,121.88795438324833
5,4,87,56,1,91.79859625486009
6,8,73,44,1,89.845592517052
7,6,84,53,1,103.00601799527232
1,7,68,73,1,69.76619237521388
9,4,55,87,0,112.8105664948908
3,8,89,56,0,89.80483569656498
4,7,94,74,0,99.02121177813243
1,8,93,40,1,72.47930222655516
3,6,91,89,0,101.43784058056016
2,4,84,89,0,90.72012423474777
2,7,53,75,0,69.1004721874741
1,4,82,54,0,65.04411481139394
8,6,62,58,0,111.77992562114622
3,4,85,81,1,87.32491877175988
3,4,92,44,0,72.17290583583465
6,5,68,58,1,104.10873061025852
8,4,92,82,1,127.12087578271837
9,8,61,78,0,115.73301659611968
9,7,60,44,1,105.03067689811301
4,5,55,51,0,71.98944160007588
5,7,61,58,1,87.55964097839166
2,7,76,86,1,94.42873946253458
9,6,90,51,0,108.10016933596735
8,6,74,75,1,117.26374469038375
3,5,91,51,1,79.05808409654483
9,6,52,57,1,99.71690899877669
3,6,52,88,1,91.39359613303814
9,6,69,87,1,134.7755910908939
2,7,77,82,1,93.51101463131398
9,5,72,73,1,116.44203110534227
8,7,97,87,1,135.3704290251925
9,8,52,72,0,111.8084019370231
5,7,91,88,1,124.64016462479555
2,8,73,57,0,76.3804374535246
8,4,92,68,0,113.10248531579082
6,4,89,84,1,107.92697808803364
8,8,55,44,1,102.01544626668331
5,8,69,64,0,95.07546738471878
2,7,60,63,0,73.21746937670396
6,8,81,68,0,101.7912111941514
5,5,76,77,1,98.10984917173812
5,4,70,72,1,96.41176331989826
1,4,93,49,1,73.54469554848238
2,8,97,76,0,92.46418601852933
8,6,99,72,1,124.13633964560397
3,6,62,62,1,81.41042660933614
3,8,71,50,1,82.79263012452694
8,5,84,63,1,110.69777508661387
8,6,96,63,0,112.38986289684154
2,8,71,46,1,88.79020228408713
8,5,77,89,1,124.15817149403712
1,5,70,60,0,69.22648479215522
6,7,95,59,1,109.19011802664049
8,5,67,49,0,93.28591588351469
3,6,80,64,0,89.46994606645833
8,6,95,86,1,127.0441811478683
1,8,86,75,0,89.57527274471275
9,8,70,87,1,128.82896500966777
9,5,63,86,0,112.1001374042798
5,4,74,54,0,84.02698104118097
4,7,76,83,1,97.77665821948946
6,4,89,79,0,106.87820112508305
7,5,72,79,1,105.12920671954342
5,5,80,89,1,106.90495984763574
9,4,96,45,1,102.1413515173763
3,7,78,76,1,109.52083504701365
7,4,96,41,0,84.03020220191843
5,8,79,51,1,95.24906870198203
7,6,75,43,0,96.71652137165007
2,8,69,62,1,87.88192954293513
4,6,87,52,0,88.35671061086568
2,5,68,56,0,66.81385805889263
7,7,76,70,0,113.55544473168501
2,4,74,55,0,72.26695545401091
1,7,89,80,1,91.76149808830239
9,4,87,65,1,117.80290378863296
1,8,72,67,0,74.58038676192314
8,8,78,40,0,94.85173987083482
2,4,64,86,1,91.38575487739358
8,7,52,51,0,101.66103996800766
3,4,59,76,0,74.2794542948504
6,5,64,89,1,107.93107417426904
3,8,65,59,0,79.28288391770535
7,5,66,41,0,85.13672048129845
9,8,68,75,1,124.22147439293792
2,8,60,54,0,75.7343073082309
5,6,97,77,1,105.86391345756627
6,5,54,61,1,87.4682650424367
4,5,54,83,1,98.88309871071488
4,6,63,89,1,98.08677629059352
4,7,99,71,0,92.88482323211467
2,5,75,59,1,74.57435028950064
4,4,57,75,1,85.94973632377999
1,6,54,72,0,76.97481363862883
6,5,56,54,1,93.42413106188368
1,7,65,89,0,88.73760308316122
6,5,63,85,1,110.49986821173394
1,8,86,42,1,77.53121835807657
6,4,90,68,1,100.55958936709841
8,6,53,86,1,114.90698922323259
2,8,85,66,0,79.55042343488226
2,7,97,44,0,74.04755984731483
4,8,66,70,0,94.2205249546737
3,8,96,61,1,95.97291642406122
4,7,85,74,1,108.05740409480147
7,8,55,46,1,89.79292103886391
1,6,65,45,0,61.5011917534912
6,5,78,65,1,94.65848599065342
3,8,85,40,0,76.9708823458682
7,6,87,58,0,105.80166711278238
2,5,86,46,0,67.7274871658789
2,5,97,75,1,94.35563302043478
4,8,97,51,1,90.80133832583533
1,6,59,59,1,60.881550109018086
3,8,90,62,1,96.78514811243902
9,7,85,64,0,125.22005117037867
7,5,78,69,0,97.91977529915054
7,8,63,68,1,115.01097090053398
4,5,53,70,1,86.11711704408206
2,6,93,57,1,76.72154239153463
4,4,91,80,0,89.64247349323918
6,8,85,58,1,105.57892386680325
3,8,99,43,0,80.17768856037948
1,5,94,40,0,56.63543511620881
8,6,62,80,0,102.12980359387296
5,7,95,54,0,90.26640336036746
5,6,67,47,0,81.56904504165558
4,8,82,54,0,87.5679962369843
6,7,70,54,0,89.49381021249961
3,6,65,89,1,97.0094359714574
9,4,64,78,1,121.40013359931343
5,5,54,61,1,88.67063255217074
3,6,55,57,0,71.39345664305209
1,6,87,55,0,75.24036003330343
6,4,52,41,1,74.30074848891852
2,8,97,75,0,91.47540230222323
3,5,61,59,0,71.79456032199816
1,6,85,55,0,63.81523370778577
9,7,82,42,0,102.5006291885782
8,6,85,69,0,101.62520159552349
2,5,82,41,0,74.66089023831476
8,6,80,74,0,108.31293105781843
9,4,70,65,0,114.43057065710656
1,6,76,44,0,61.990422528597456
5,6,76,41,0,83.12432066077979
8,7,57,59,0,98.15600100824534
2,4,86,73,0,81.33964845980837
4,4,81,73,1,97.05244819994218
7,6,75,59,0,102.32276207197091
3,7,51,89,0,92.67386695037179
5,6,61,64,1,90.45833644980412
8,6,71,59,1,105.39820163754322
3,5,66,64,1,73.82911837366198
4,5,56,53,0,75.91609505588468
9,7,92,86,0,135.0118935566172
7,8,53,83,1,121.47990839958965
1,5,86,82,1,88.32586317290253
4,8,87,82,1,104.26760113545714
4,4,81,78,0,82.81451928355273
9,5,60,51,0,103.70833366541675
6,5,50,87,1,94.51861716611232
9,7,74,44,0,101.49697961128118
6,8,91,41,0,92.67846586028176
6,5,73,55,1,94.0527243107449
5,5,92,69,1,102.27901300017919
5,7,66,86,1,107.49073778183788
2,7,57,82,0,70.02318368960735
8,8,94,77,0,122.77327954935063
8,4,76,84,0,101.65212212944061
1,4,67,81,0,77.26109036545498
8,6,76,63,0,103.52437422098194
5,5,71,69,1,85.01481637388325
2,8,65,76,0,79.42897661307312
2,5,51,78,0,71.44962330407672
6,8,54,50,1,98.15349808777502
9,8,67,53,1,113.58318870875122
1,8,52,62,1,74.32222472175289
6,5,76,55,1,101.206108171103
9,7,66,89,0,122.81927856037755
8,5,65,60,0,103.27093980516202
6,8,55,43,1,92.41930556965995
3,6,56,72,0,73.36765253215293
8,4,99,86,1,133.06491788814915
9,8,63,53,0,99.29849109964653
1,6,87,58,0,76.68683324738923
9,7,89,44,0,100.11463481547185
6,8,64,75,1,110.70618394075836
6,6,96,70,1,120.10957439075086
4,8,96,84,0,105.73510671724894
1,5,97,57,0,71.31822178573427
8,6,82,83,1,126.15219999658424
2,5,92,70,1,85.95301772018728
1,5,76,69,0,81.3913935187141
2,6,78,60,0,76.36096124729349
1,4,86,86,1,85.19915245889636
1,6,54,69,0,64.99857236052159
9,4,78,80,1,116.73525764913491
1,8,81,43,1,68.66122506621255
4,8,55,44,0,72.74663303170702
6,6,51,80,0,94.8618046325071
7,8,55,84,0,106.20912362931448
2,7,95,49,1,92.4942061517622
6,5,92,66,1,100.44952461755254
7,5,53,55,1,94.13316293823088
2,4,78,69,0,78.86260504880437
2,8,74,52,0,77.35053997791867
7,4,58,75,1,102.60696462108764
1,5,52,60,1,64.39648714076344
8,5,75,84,0,116.75773745619753
3,8,97,79,1,105.932608249891
6,7,92,84,0,112.30520582616242
9,7,76,54,0,100.99060714137784
6,8,85,59,1,103.66038138833376
9,8,81,59,1,114.06724918146271
7,4,50,84,1,101.66420224966836
9,8,65,44,1,107.6661161925848
2,7,97,71,1,95.39368071998308
8,8,60,45,0,105.40226375646203
8,4,75,69,1,107.31296810548093
2,4,89,65,0,81.07312817637576
4,4,50,76,1,87.52980012218919
7,4,75,52,1,102.97998835319895
4,6,77,68,1,96.98114359797812
4,8,58,44,1,75.35759286356843
6,5,93,64,1,96.28476985354385
6,8,71,52,1,99.85630849833753
3,6,57,63,0,72.95774501049804
9,4,98,70,1,117.49843127024702
2,6,91,59,1,77.46211147733462
6,7,76,47,1,96.10487748793578
7,7,88,48,1,111.93853849656684
9,8,68,60,0,109.35663827146979
3,8,74,59,0,85.6513515553766
3,5,87,54,0,77.58866824891203
7,5,70,65,0,92.05308955448304
4,7,73,81,0,100.0740567175521
8,4,73,50,0,89.42653977986315
7,6,68,76,1,110.50813315296783
5,5,99,80,1,107.99239792497347
7,5,96,50,0,103.26538717282845
3,4,51,66,1,71.00924503764656
2,4,63,69,1,78.3543495390098
6,8,81,58,1,100.1010129632565
2,6,91,73,1,88.24447393835607
3,4,81,77,1,72.62399886229949
6,5,77,62,0,104.56049285808953
5,5,97,40,0,86.85278466413115
8,7,88,42,0,97.56326257030918
9,4,89,42,0,95.07672155833504
3,8,91,67,0,89.32175623560329
3,6,96,53,0,85.88439767409726
3,8,89,69,1,87.73957537207538
6,5,62,44,0,79.8920779035283
1,8,61,88,1,97.15320936231336
7,5,57,54,1,88.43026832016098
1,5,64,77,0,73.10192519381827
5,5,75,53,0,95.01654907628878
8,5,61,53,0,97.96075814845386
4,5,92,88,1,107.22961910242726
5,7,95,47,0,93.53318227454501
4,8,76,47,0,80.29567332495148
4,7,67,58,0,89.59815642651719
8,7,94,71,1,120.70334988549894
2,4,85,70,0,68.70409195632011
1,4,98,68,0,74.44348448029771
3,4,76,80,1,85.96632735061648
9,6,58,50,1,102.99402993901286
4,4,88,84,1,100.10457970459686
5,8,50,52,0,87.98711599902454
2,7,56,66,0,77.27646363332192
4,8,75,58,1,93.81632743787698
2,4,56,65,0,67.28527294333702
2,6,56,76,1,76.50570995571003
4,6,57,87,1,86.6941238116716
6,7,65,48,1,93.06580005696392
7,8,52,67,1,109.07320601786829
3,5,94,71,1,93.15833058377706
3,8,59,42,0,67.0257283860665
6,4,99,71,0,105.52251082607107
3,5,56,44,0,63.383338996878265
2,6,70,47,0,74.9287209598698
8,7,86,53,1,117.46364171034142
5,7,80,42,0,88.79754028511665
1,6,72,63,1,78.88867057104952
3,4,76,52,1,70.34916292774271
8,6,71,82,0,117.614968510263
4,4,88,68,0,90.28162978823288
7,5,76,47,1,99.33212364195582
2,6,98,81,0,94.36304743406527
7,4,53,70,0,96.16381293924033
5,5,73,65,0,102.90433234774798
5,6,72,57,0,86.7190716502404
6,7,97,57,1,111.28168690414665
9,6,68,46,1,103.04505094867999
